chr7D	1322001	1322100	chr1A	84078	84178
chr1D	498901	499000	chr1A	131820	131920
chr7D	1154601	1154700	chr1A	252556	252656
chr7D	1153701	1153800	chr1A	253459	253559
chr7D	1153601	1153700	chr1A	253559	253659
chr7D	1153501	1153600	chr1A	253657	253757
chr7D	1153401	1153500	chr1A	254210	254310
chr7D	1152901	1153000	chr1A	254707	254807
chr7D	1141001	1141100	chr1A	255968	256068
chr7D	1140901	1141000	chr1A	256068	256168
chr7D	1140701	1140800	chr1A	256247	256347
chr7D	1140601	1140700	chr1A	256590	256690
chr7D	1140501	1140600	chr1A	256645	256745
chr7D	1140401	1140500	chr1A	256745	256845
chr7D	1140201	1140300	chr1A	256955	257055
chr7D	1140101	1140200	chr1A	257055	257155
chr7D	1133501	1133600	chr1A	263707	263807
chr7D	1127801	1127900	chr1A	264314	264414
chr7D	1126001	1126100	chr1A	264698	264798
chr7D	1104801	1104900	chr1A	305638	305738
chr7D	1104701	1104800	chr1A	305738	305838
chr7D	1104601	1104700	chr1A	305838	305938
chr7D	1104201	1104300	chr1A	306291	306391
chr7D	1104101	1104200	chr1A	306389	306489
chr7D	1103801	1103900	chr1A	306680	306780
chr7D	1103701	1103800	chr1A	306787	306887
chr7D	1103601	1103700	chr1A	306871	306971
chr7D	1103301	1103400	chr1A	307540	307640
chr7D	1103201	1103300	chr1A	307655	307755
chr7D	1103101	1103200	chr1A	307736	307836
chr7D	1103001	1103100	chr1A	307825	307925
chr7D	1102901	1103000	chr1A	307925	308025
chr7D	1059401	1059500	chr1A	322577	322677
chr3D	31739201	31739300	chr1A	370517	370617
chr2C	71786901	71787000	chr1A	412955	413055
chr2D	388987101	388987200	chr1A	530186	530286
chr7D	729201	729300	chr1A	637620	637720
chr5C	579461901	579462000	chr1A	653922	654022
chr7D	159077101	159077200	chr1A	675533	675633
chr5C	579446601	579446700	chr1A	695380	695480
chr7D	717601	717700	chr1A	695398	695498
chr7D	710201	710300	chr1A	721202	721302
chr7D	697201	697300	chr1A	728029	728129
chr7D	692201	692300	chr1A	762437	762537
chr7D	691701	691800	chr1A	762943	763043
chr7D	691401	691500	chr1A	763215	763315
chr5C	579405101	579405200	chr1A	763947	764047
chr7D	689301	689400	chr1A	765289	765389
chr7D	689101	689200	chr1A	765711	765811
chr7D	689001	689100	chr1A	765811	765911
chr7D	673801	673900	chr1A	772417	772517
chr1D	433240801	433240900	chr1A	850743	850843
chr7D	619801	619900	chr1A	928281	928381
chr7D	1322601	1322700	chr1A	1168023	1168123
chr7D	525701	525800	chr1A	1168039	1168139
chr7D	31772101	31772200	chr1A	1383474	1383574
chr7D	31789701	31789800	chr1A	1383474	1383574
chr5C	578388801	578388900	chr1A	1385090	1385190
chr5C	578790101	578790200	chr1A	1385109	1385209
chr5C	578910201	578910300	chr1A	1386245	1386345
chr5C	579115801	579115900	chr1A	1387241	1387341
chr5C	579114101	579114200	chr1A	1387242	1387342
chr5C	579043301	579043400	chr1A	1387251	1387351
chr5C	579117501	579117600	chr1A	1387252	1387352
chr5C	579122401	579122500	chr1A	1387252	1387352
chr5C	579105701	579105800	chr1A	1387270	1387370
chr5C	579108201	579108300	chr1A	1387271	1387371
chr5C	578334401	578334500	chr1A	1387279	1387379
chr5C	579077301	579077400	chr1A	1387280	1387380
chr5C	579153101	579153200	chr1A	1387285	1387385
chr5C	579109901	579110000	chr1A	1387291	1387391
chr5C	579095301	579095400	chr1A	1387304	1387404
chr5C	578889401	578889500	chr1A	1388341	1388441
chr5C	578888101	578888200	chr1A	1391195	1391295
chr5C	578887201	578887300	chr1A	1392145	1392245
chr4D	18781801	18781900	chr1A	1456504	1456604
chr5C	578775301	578775400	chr1A	1528344	1528444
chr5C	578734401	578734500	chr1A	1530996	1531096
chr5C	578716001	578716100	chr1A	1530998	1531098
chr5C	578697601	578697700	chr1A	1531013	1531113
chr5C	578687301	578687400	chr1A	1531015	1531115
chr5C	578752701	578752800	chr1A	1531035	1531135
chr5C	578771001	578771100	chr1A	1531059	1531159
chr5C	578751901	578752000	chr1A	1531640	1531740
chr5C	578770101	578770200	chr1A	1531763	1531863
chr5C	578750701	578750800	chr1A	1532865	1532965
chr5C	578769001	578769100	chr1A	1532882	1532982
chr5C	578683001	578683100	chr1A	1535057	1535157
chr5C	578740101	578740200	chr1A	1551561	1551661
chr5C	578674701	578674800	chr1A	1551577	1551677
chr5C	578721601	578721700	chr1A	1551719	1551819
chr5C	578703201	578703300	chr1A	1551720	1551820
chr5C	578720701	578720800	chr1A	1564164	1564264
chr5C	578702301	578702400	chr1A	1564165	1564265
chr5C	578692001	578692100	chr1A	1564173	1564273
chr5C	578664601	578664700	chr1A	1564208	1564308
chr5C	578739001	578739100	chr1A	1564209	1564309
chr5C	578757301	578757400	chr1A	1564253	1564353
chr5C	578720601	578720700	chr1A	1564264	1564364
